Datum;Eroeffnung;Hoch;Tief;Schluss;Performance;Volumen;Abstand Hoch/Tief
21.09.1994;2079,5;2081,3;2065,02;2079,5;0,03%;12260116;16,28
22.09.1994;2073,03;2085,38;2069,52;2073,03;-0,31%;10935185;15,86
23.09.1994;2089,12;2091,31;2076,79;2089,12;0,78%;9091190;14,52
26.09.1994;2068,67;2092,54;2066,52;2068,67;-0,98%;9182076;26,02
27.09.1994;2058,73;2063,51;2052,74;2058,73;-0,48%;8015568;10,77
28.09.1994;2068,11;2073,85;2062,98;2068,11;0,46%;9290531;10,87
29.09.1994;2043,58;2047,76;2037,04;2043,58;-1,19%;12179471;10,72
30.09.1994;2011,75;2024,96;2005,61;2011,75;-1,56%;19150686;19,35
04.10.1994;1994,95;1997,26;1987,53;1994,95;-0,84%;11906660;9,73
05.10.1994;1968,72;1971,24;1956,39;1968,72;-1,31%;10716066;14,85
06.10.1994;1961,03;1971,29;1953,23;1961,03;-0,39%;25077370;18,06
07.10.1994;1960,59;1968,04;1956,52;1960,59;-0,02%;23032375;11,52
10.10.1994;2024,79;2030,49;2002,39;2024,79;3,27%;29443683;28,1
11.10.1994;2071,06;2071,08;2046,8;2071,06;2,29%;9784688;24,28
12.10.1994;2077,57;2087,21;2070,8;2077,57;0,31%;8915618;16,41
13.10.1994;2082,63;2085,23;2070,66;2082,63;0,24%;35265881;14,57
14.10.1994;2105,73;2106,29;2098,15;2105,73;1,11%;6832498;8,14
17.10.1994;2090,88;2146,6;2090,38;2090,88;-0,71%;9639123;56,22
18.10.1994;2084,76;2085,16;2064,95;2084,76;-0,29%;6970795;20,21
19.10.1994;2051,16;2079,68;2047,27;2051,16;-1,61%;7499256;32,41
20.10.1994;2069,95;2071,69;2056,41;2069,95;0,92%;4429258;15,28
21.10.1994;2022,22;2034,66;2020,41;2022,22;-2,31%;9567845;14,25
24.10.1994;2025,38;2034,59;2022,63;2025,38;0,16%;6015800;11,96
25.10.1994;1974,63;1997,28;1974,26;1974,63;-2,51%;9999791;23,02
26.10.1994;2020,5;2023,29;2011,16;2020,5;2,32%;6348516;12,13
27.10.1994;2013,2;2023,57;2010;2013,2;-0,36%;6592165;13,57
28.10.1994;2040,32;2044,83;2040,32;2040,32;1,35%;7254161;4,51
31.10.1994;2071,63;2085,56;2071,6;2071,63;1,53%;6902113;13,96
01.11.1994;2069,73;2072,43;2059,32;2069,73;-0,09%;3766683;13,11
02.11.1994;2042,35;2049,47;2042,13;2042,35;-1,32%;7137741;7,34
03.11.1994;2051,48;2052,28;2037,35;2051,48;0,45%;6617883;14,93
04.11.1994;2067,56;2067,56;2066,94;2067,56;0,78%;8542726;0,62
07.11.1994;2043,52;2051,29;2041,7;2043,52;-1,16%;4657753;9,59
08.11.1994;2053,44;2056,56;2048,65;2053,44;0,49%;5314436;7,91
09.11.1994;2096,47;2097,08;2077,67;2096,47;2,10%;10290238;19,41
10.11.1994;2082,4;2086,02;2074,42;2082,4;-0,67%;8467768;11,6
11.11.1994;2078,35;2080,53;2076,83;2078,35;-0,19%;4299043;3,7
14.11.1994;2089,29;2090,15;2086,75;2089,29;0,53%;4373326;3,4
15.11.1994;2110,75;2110,75;2098,85;2110,75;1,03%;8186733;11,9
17.11.1994;2102,69;2102,69;2099,56;2102,69;-0,38%;5706048;3,13
18.11.1994;2100,23;2105,17;2097,1;2100,23;-0,12%;4996246;8,07
21.11.1994;2105,28;2105,55;2101,7;2105,28;0,24%;4252398;3,85
22.11.1994;2086,23;2086,23;2074,77;2074,77;-1,45%;7200930;11,46
23.11.1994;2033,31;2033,93;2033,03;2033,31;-2,00%;10751076;0,9
24.11.1994;2055,97;2060,25;2046,68;2055,97;1,11%;6462148;13,57
25.11.1994;2056,54;2056,54;2051,12;2051,62;-0,21%;5474906;5,42
28.11.1994;2068,15;2068,15;2058,43;2058,45;0,33%;5213146;9,72
29.11.1994;2055,09;2055,09;2044,28;2044,28;-0,69%;4938720;10,81
30.11.1994;2044,93;2048,26;2041,92;2048,26;0,19%;5921233;6,34
01.12.1994;2051,1;2051,1;2046,59;2046,59;-0,08%;5127783;4,51
02.12.1994;2041,58;2042,24;2037,31;2038,51;-0,39%;2113633;4,93
05.12.1994;2062,06;2071,68;2062,06;2071,12;1,60%;5112436;9,62
06.12.1994;2059,89;2059,95;2041,55;2046,88;-1,17%;5820355;18,4
07.12.1994;2053,18;2057,71;2053,18;2055,6;0,43%;6298531;4,53
08.12.1994;2042,32;2044,96;2039,55;2042,21;-0,65%;4132915;5,41
09.12.1994;2029,77;2029,77;2027,14;2028,33;-0,68%;4609688;2,63
12.12.1994;2035,03;2035,03;2024,82;2024,82;-0,17%;4731506;10,21
13.12.1994;2018,93;2018,93;2009,46;2011,25;-0,67%;5952973;9,47
14.12.1994;2020,21;2026,57;2020,21;2024,77;0,67%;1743975;6,36
15.12.1994;2049,52;2052,59;2049,52;2052,59;1,37%;5388030;3,07
16.12.1994;2062,41;2073,34;2062,41;2070,06;0,85%;7120646;10,93
19.12.1994;2081,08;2092,17;2075,94;2075,94;0,28%;5274596;16,23
20.12.1994;2074,57;2079,93;2074,57;2079,93;0,19%;1610785;5,36
21.12.1994;2084,81;2087,87;2083,61;2086,66;0,32%;5353641;4,26
22.12.1994;2092,93;2101,97;2092,93;2100,65;0,67%;1792945;9,04
23.12.1994;2098,77;2098,77;2092,25;2094,01;-0,32%;3106816;6,52
27.12.1994;2106,61;2106,61;2105,63;2106,15;0,58%;968986;0,98
28.12.1994;2108,75;2112,84;2107,55;2109,01;0,14%;3240553;5,29
29.12.1994;2086,92;2086,92;2077,03;2077,03;-1,52%;1185795;9,89
30.12.1994;2075,84;2106,58;2075,84;2106,58;1,42%;4319625;30,74
02.01.1995;2084,09;2086,77;2079,45;2079,45;-1,29%;2681673;7,32
03.01.1995;2078,06;2078,06;2072,73;2074,78;-0,22%;1118810;5,33
04.01.1995;2078,22;2080,78;2072,18;2072,26;-0,12%;4775728;8,6
05.01.1995;2072,75;2072,75;2060,66;2062,48;-0,47%;1762253;12,09
06.01.1995;2050,72;2054,39;2045,45;2053,92;-0,42%;3573762;8,94
09.01.1995;2063,11;2063,11;2056,27;2059,18;0,26%;3562620;6,84
10.01.1995;2047,04;2051,1;2047,04;2051,1;-0,39%;1593903;4,06
11.01.1995;2052,39;2061,05;2052,39;2061,05;0,49%;1260841;8,66
12.01.1995;2069,44;2071,27;2069,44;2071,27;0,50%;4467574;1,83
13.01.1995;2063,85;2063,85;2052,55;2055,62;-0,76%;4947723;11,3
16.01.1995;2077,78;2083,77;2077,78;2083,77;1,37%;4122037;5,99
17.01.1995;2086,77;2089,69;2083,5;2083,87;0,00%;6585990;6,19
18.01.1995;2080,49;2080,5;2075,37;2078,85;-0,24%;5108436;5,13
19.01.1995;2089,1;2092,22;2087,91;2089,36;0,51%;6272883;4,31
20.01.1995;2063,36;2064,63;2054,46;2055,58;-1,62%;7756089;10,17
23.01.1995;2033,54;2035,27;2024,2;2026,83;-1,40%;8096843;11,07
24.01.1995;2029,19;2030,23;2018,04;2018,04;-0,43%;6514634;12,19
25.01.1995;2020,12;2035,51;2017,99;2026,84;0,44%;8023893;17,52
26.01.1995;2031,18;2038,35;2029,55;2030,69;0,19%;9413905;8,8
27.01.1995;2025,55;2034,7;2024,78;2031,7;0,05%;2816750;9,92
30.01.1995;2026,49;2036,35;2026,34;2035,03;0,16%;5570531;10,01
31.01.1995;2027,76;2028,46;2017,91;2021,27;-0,68%;5815987;10,55
01.02.1995;2037,65;2050,08;2037,65;2048,43;1,34%;7587748;12,43
02.02.1995;2044,75;2051,84;2043,6;2045,25;-0,16%;5963595;8,24
03.02.1995;2055,59;2060,96;2055,09;2057,99;0,62%;9252331;5,87
06.02.1995;2084,92;2093,06;2084,92;2089,69;1,54%;5914326;8,14
07.02.1995;2094,6;2097,16;2090,85;2092,49;0,13%;6253749;6,31
08.02.1995;2083,82;2088,5;2082,4;2087,62;-0,23%;1468793;6,1
09.02.1995;2086,11;2112,71;2086,11;2112,69;1,20%;10813812;26,6
10.02.1995;2123,66;2131,83;2122,09;2130,15;0,83%;8956665;9,74
13.02.1995;2122,47;2124,76;2115;2116,95;-0,62%;5682737;9,76
14.02.1995;2129,26;2136,29;2129,26;2133,24;0,77%;7099258;7,03
15.02.1995;2124,86;2137,9;2123,31;2135,04;0,08%;8212632;14,59
16.02.1995;2145,7;2145,7;2114,68;2115,72;-0,90%;10290352;31,02
17.02.1995;2108,23;2117,03;2106,65;2117,03;0,06%;6713988;10,38
20.02.1995;2107,01;2107,01;2098,31;2101,54;-0,73%;3882028;8,7
21.02.1995;2095,56;2101,78;2093,89;2097,04;-0,21%;6562323;7,89
22.02.1995;2091,71;2099,17;2089,74;2093,16;-0,19%;9817894;9,43
23.02.1995;2104,21;2121,93;2104,21;2118,24;1,20%;7753853;17,72
24.02.1995;2119,94;2121,38;2114,77;2118,64;0,02%;5110040;6,61
27.02.1995;2107,12;2108,27;2099,22;2099,25;-0,92%;3464835;9,05
28.02.1995;2106,14;2112,33;2101,82;2102,18;0,14%;4771162;10,51
01.03.1995;2114,47;2130,38;2114,47;2126,15;1,14%;7413514;15,91
02.03.1995;2121,57;2121,57;2116,6;2118,66;-0,35%;6263917;4,97
03.03.1995;2108,96;2112,15;2106,47;2109,49;-0,43%;1642275;5,68
06.03.1995;2092,3;2092,3;2065,79;2070,32;-1,86%;7553224;26,51
07.03.1995;2067,46;2072,66;2053,34;2053,34;-0,82%;9062646;19,32
08.03.1995;2027,5;2033,73;2016,98;2025,21;-1,37%;10515912;16,75
09.03.1995;2039,62;2040,3;1999,45;2001,64;-1,16%;10665530;40,85
10.03.1995;1983,78;1995,81;1975,89;1994,02;-0,38%;9184045;19,92
13.03.1995;2009,79;2017,96;1999,49;1999,49;0,27%;6057249;18,47
14.03.1995;1996,91;2004,72;1987,11;2000,45;0,05%;9212952;17,61
15.03.1995;2013,19;2022,66;2010,14;2010,14;0,48%;7510207;12,52
16.03.1995;2010,92;2013,66;1992,06;1992,06;-0,90%;6888138;21,6
17.03.1995;2007,3;2013,24;2001,7;2005,24;0,66%;13431625;11,54
20.03.1995;1993,51;1996,92;1985,57;1991,75;-0,67%;4484527;11,35
21.03.1995;2001,47;2007,14;1981,47;1982,95;-0,44%;8791711;25,67
22.03.1995;1985,88;1986,87;1979,17;1982,66;-0,01%;5843139;7,7
23.03.1995;1978,34;1980,13;1936,07;1936,07;-2,35%;12239169;44,06
24.03.1995;1924,55;1927,1;1914,31;1925,42;-0,55%;10501195;12,79
27.03.1995;1941,72;1949,4;1940,28;1946,9;1,12%;7361737;9,12
28.03.1995;1939,88;1939,99;1905,57;1910,96;-1,85%;8611970;34,42
29.03.1995;1897,78;1920,91;1893,63;1918,88;0,41%;9226095;27,28
30.03.1995;1924,98;1926;1905,22;1918,46;-0,02%;10973884;20,78
31.03.1995;1941,15;1942,59;1921,43;1922,59;0,22%;8567130;21,16
03.04.1995;1915,09;1930,82;1914,14;1930,82;0,43%;6464105;16,68
04.04.1995;1949,62;1966,85;1949,62;1965,01;1,77%;7966204;17,23
05.04.1995;1960,69;1969,85;1956,05;1969,84;0,25%;7322679;13,8
06.04.1995;1963,64;1981,27;1963,22;1979,27;0,48%;7447057;18,05
07.04.1995;1982,24;1987,67;1978,8;1981,88;0,13%;5097541;8,87
10.04.1995;1987,74;1989,18;1966,61;1972,29;-0,48%;6505278;22,57
11.04.1995;1985,39;1994,01;1985,1;1993,73;1,09%;6576075;8,91
12.04.1995;1984,7;1990,01;1983,12;1988,47;-0,26%;5338203;6,89
13.04.1995;1985,27;1988,07;1983,17;1986,45;-0,10%;4097227;4,9
18.04.1995;1968,43;1970,73;1965,29;1965,29;-1,07%;5145944;5,44
19.04.1995;1948,54;1954,89;1943,13;1951,04;-0,73%;6217653;11,76
20.04.1995;1948,71;1959,26;1948,58;1955,97;0,25%;5342327;10,68
21.04.1995;1970,64;1980,5;1970,64;1976,64;1,06%;7705991;9,86
24.04.1995;1982,73;1987,71;1976,05;1976,21;-0,02%;6783120;11,66
25.04.1995;1992,89;2011,37;1992,89;2006,99;1,56%;9165462;18,48
26.04.1995;2020,89;2030,72;2016,86;2029,53;1,12%;9587407;13,86
27.04.1995;2022,38;2026,08;2014,8;2026,08;-0,17%;7498790;11,28
28.04.1995;2025,89;2026,67;2013,76;2015,94;-0,50%;5257648;12,91
02.05.1995;2029,59;2040,9;2029,59;2035,92;0,99%;5367402;11,31
03.05.1995;2032,45;2032,45;2022,14;2028,68;-0,36%;6245958;10,31
04.05.1995;2051,06;2052,1;2041,05;2044,79;0,79%;6675413;11,05
05.05.1995;2033,46;2033,46;2023,27;2023,83;-1,03%;5158299;10,19
08.05.1995;2020,57;2025;2015,94;2024,84;0,05%;3442522;9,06
09.05.1995;2038,66;2041,88;2034,35;2039,59;0,73%;7273476;7,53
10.05.1995;2057,37;2064,02;2055,29;2059,06;0,95%;8332577;8,73
11.05.1995;2062,07;2079,36;2059,09;2078,08;0,92%;8748167;20,27
12.05.1995;2100,62;2101,83;2090,43;2096,92;0,91%;8257277;11,4
15.05.1995;2094,25;2097,65;2086,34;2086,74;-0,49%;3971016;11,31
16.05.1995;2088,68;2110,62;2088,68;2110,52;1,14%;7098388;21,94
17.05.1995;2103,23;2107,56;2093,59;2095,32;-0,72%;7905944;13,97
18.05.1995;2092,46;2095,08;2086,38;2087,13;-0,39%;16073636;8,7
19.05.1995;2072,28;2077,68;2062,84;2065,13;-1,05%;6804675;14,84
22.05.1995;2074,4;2083,44;2070,89;2083,17;0,87%;13330695;12,55
23.05.1995;2085,19;2087,03;2079,68;2080,35;-0,14%;4921533;7,35
24.05.1995;2105,07;2110,65;2104,25;2105,12;1,19%;6825369;6,4
26.05.1995;2086,03;2086,03;2071,45;2077,87;-1,29%;5327390;14,58
29.05.1995;2068,97;2071,02;2062,66;2067,41;-0,50%;2515206;8,36
30.05.1995;2074,3;2093,43;2074,3;2087,65;0,98%;6682378;19,13
31.05.1995;2087,62;2092,18;2084,68;2092,17;0,22%;6628927;7,5
01.06.1995;2118,28;2134,4;2118,28;2126,38;1,64%;9925447;16,12
02.06.1995;2129,13;2136,26;2129,13;2136,26;0,46%;7914314;7,13
06.06.1995;2147,9;2154,08;2143,51;2146,4;0,47%;6564091;10,57
07.06.1995;2142,13;2144,74;2135,98;2141,07;-0,25%;5334582;8,76
08.06.1995;2141,83;2144,14;2129,01;2130,97;-0,47%;5364017;15,13
09.06.1995;2125,73;2125,73;2119,02;2121,75;-0,43%;5677470;6,71
12.06.1995;2106,4;2119,56;2104,46;2119,56;-0,10%;6569308;15,1
13.06.1995;2125,52;2130,86;2113,61;2115,11;-0,21%;5008686;17,25
14.06.1995;2130,21;2135,7;2127,93;2128,02;0,61%;5622846;7,77
16.06.1995;2128,55;2128,55;2118,18;2119,79;-0,39%;11051666;10,37
19.06.1995;2128,48;2143,25;2128,48;2141,75;1,04%;8680373;14,77
20.06.1995;2150,96;2155,79;2135,76;2136,68;-0,24%;7774111;20,03
21.06.1995;2144,84;2152,92;2143,69;2143,69;0,33%;6040886;9,23
22.06.1995;2143,41;2149,86;2134,51;2148,68;0,23%;7312910;15,35
23.06.1995;2150,7;2152,94;2134,4;2139,78;-0,41%;6738789;18,54
26.06.1995;2141,45;2143,44;2128,06;2130,41;-0,44%;4229747;15,38
27.06.1995;2124,65;2126,7;2119,27;2122,4;-0,38%;4165346;7,43
28.06.1995;2104,6;2104,6;2092,15;2096,44;-1,22%;7558337;12,45
29.06.1995;2100,44;2110,22;2100,03;2106,55;0,48%;5372398;10,19
30.06.1995;2091,35;2091,35;2081,69;2083,93;-1,07%;4099795;9,66
03.07.1995;2083,35;2092,26;2081,79;2092,26;0,40%;3612467;10,47
04.07.1995;2106,58;2115,36;2106,58;2114,9;1,08%;5883914;8,78
05.07.1995;2113,99;2113,99;2104,1;2105,66;-0,44%;5199315;9,89
06.07.1995;2117,1;2122,13;2114,31;2121,22;0,74%;7377091;7,82
07.07.1995;2141,81;2156,23;2139,39;2153,39;1,52%;11541750;16,84
10.07.1995;2173,91;2181,13;2172,76;2179,26;1,20%;7193358;8,37
11.07.1995;2176,75;2202,34;2173,45;2201,9;1,04%;10171362;28,89
12.07.1995;2194,42;2200,9;2186,75;2199,09;-0,13%;7999046;14,15
13.07.1995;2206,76;2217,42;2206,17;2214,42;0,70%;9244526;11,25
14.07.1995;2193,17;2196,6;2184,2;2184,9;-1,33%;5494133;12,4
17.07.1995;2199,94;2205,15;2196,3;2199,61;0,67%;4138256;8,85
18.07.1995;2196,17;2197,66;2191,93;2192,99;-0,30%;4388684;5,73
19.07.1995;2178,88;2183,53;2178;2182,88;-0,46%;4306203;5,53
20.07.1995;2181,19;2184,47;2173,07;2184,33;0,07%;6606394;11,4
21.07.1995;2193,31;2203,69;2193,31;2201,86;0,80%;6456615;10,38
24.07.1995;2204,2;2206,61;2196,81;2197,48;-0,20%;6787116;9,8
25.07.1995;2227,55;2234,21;2226,23;2229,06;1,44%;8432038;7,98
26.07.1995;2236,23;2243,61;2236,23;2240,81;0,53%;9196520;7,38
27.07.1995;2233,45;2239,32;2230,96;2234,36;-0,29%;5754031;8,36
28.07.1995;2235,58;2241,93;2223,38;2229,99;-0,20%;6196673;18,55
31.07.1995;2218,96;2218,96;2211,98;2218,74;-0,50%;3665903;6,98
01.08.1995;2222,25;2226,08;2220,02;2220,02;0,06%;4017420;6,06
02.08.1995;2232,16;2241,81;2232,16;2241,52;0,97%;8488057;9,65
03.08.1995;2245,59;2245,87;2234,7;2240,72;-0,04%;6057868;11,17
04.08.1995;2238,54;2241,39;2235,76;2235,99;-0,21%;3989057;5,63
07.08.1995;2240,93;2249,8;2240,93;2243,41;0,33%;3586760;8,87
08.08.1995;2246,16;2246,75;2234,87;2237,65;-0,26%;4723945;11,88
09.08.1995;2234,19;2234,19;2218,6;2221,77;-0,71%;4179358;15,59
10.08.1995;2224,7;2225,72;2214,93;2218,72;-0,14%;6398865;10,79
11.08.1995;2228,02;2235,73;2223,86;2232,89;0,64%;7563346;11,87
14.08.1995;2222,43;2222,43;2208,17;2208,45;-1,09%;5294472;14,26
15.08.1995;2219,9;2231,53;2219,9;2227,61;0,87%;7651572;11,63
16.08.1995;2247,31;2254,89;2247,31;2252,86;1,13%;9343732;7,58
17.08.1995;2252,38;2260,35;2252,38;2260,3;0,33%;8758875;7,97
18.08.1995;2262,85;2264,43;2255,39;2263,46;0,14%;6825990;9,04
21.08.1995;2263,03;2277,43;2263,03;2269,38;0,26%;5196347;14,4
22.08.1995;2265,71;2269;2256,93;2258,86;-0,46%;5801490;12,07
23.08.1995;2263,76;2264,2;2258,07;2263,42;0,20%;4862676;6,13
24.08.1995;2264,34;2264,65;2254,27;2262,86;-0,02%;7478028;10,38
25.08.1995;2258,12;2258,12;2246,28;2249,27;-0,60%;4362985;11,84
28.08.1995;2248,37;2248,37;2241,09;2241,11;-0,36%;4384476;7,28
29.08.1995;2237,35;2237,35;2230,75;2231,63;-0,42%;3961905;6,6
30.08.1995;2239,44;2244,23;2239,44;2240,07;0,38%;4293309;4,79
31.08.1995;2242,74;2243,92;2238,31;2238,31;-0,08%;3874815;5,61
01.09.1995;2233,41;2237,87;2232,42;2233,09;-0,23%;3781989;5,45
04.09.1995;2239,45;2252,41;2239,45;2250,33;0,77%;4728997;12,96
05.09.1995;2262,8;2266,97;2260,98;2264,84;0,64%;6449074;5,99
06.09.1995;2272,81;2281,95;2272,81;2277,13;0,54%;8390627;9,14
07.09.1995;2266,06;2268;2255,5;2267,98;-0,40%;6856237;12,5
08.09.1995;2276,08;2278,91;2271,41;2273,7;0,25%;6316097;7,5
11.09.1995;2264,47;2264,47;2256,58;2260,79;-0,57%;3865034;7,89
12.09.1995;2269,27;2274,66;2269,27;2270,83;0,44%;4106996;5,39
13.09.1995;2275,39;2295,54;2275,26;2295,48;1,09%;9283241;20,28
14.09.1995;2299,25;2307,98;2298,3;2299,91;0,19%;9739297;9,68
15.09.1995;2302,33;2320,22;2302,33;2317,01;0,74%;12468661;17,89
18.09.1995;2306,22;2306,22;2295,41;2301,41;-0,67%;5125302;10,81
19.09.1995;2310,21;2315,34;2309,14;2311,28;0,43%;6491872;6,2
20.09.1995;2316,59;2317,45;2302,16;2305,08;-0,27%;8636224;15,29
21.09.1995;2285,86;2290,95;2279,35;2287,32;-0,77%;8200068;11,6
22.09.1995;2268,14;2268,14;2209,34;2211,79;-3,30%;13847963;58,8
25.09.1995;2209,04;2210,61;2202,14;2208,41;-0,15%;6493976;8,47
26.09.1995;2216,66;2231,86;2216,66;2227,85;0,88%;6698254;15,2
27.09.1995;2215,79;2215,79;2181,15;2185,44;-1,90%;9497234;34,64
28.09.1995;2190,21;2190,71;2163,16;2171,92;-0,62%;9356756;27,55
29.09.1995;2177,05;2190,44;2177,05;2187,04;0,70%;6241241;13,39
02.10.1995;2205,41;2207,71;2200,9;2205,02;0,82%;3606353;6,81
04.10.1995;2210,18;2219,26;2210,18;2217,76;0,58%;5047247;9,08
05.10.1995;2212,81;2214,48;2207;2208,82;-0,40%;4678938;7,48
06.10.1995;2175,92;2177,52;2171,38;2171,43;-1,69%;6049223;6,14
09.10.1995;2162,76;2175,98;2158,74;2168,69;-0,13%;4522024;17,24
10.10.1995;2168,88;2168,88;2137,33;2138,77;-1,38%;7108465;31,55
11.10.1995;2139,72;2148,65;2138,43;2145,3;0,31%;5970797;10,22
12.10.1995;2161,76;2166,15;2157,11;2158,12;0,60%;5357810;9,04
13.10.1995;2175,97;2197,08;2175,97;2196,83;1,79%;5549925;21,11
16.10.1995;2199,99;2201;2191,44;2191,44;-0,25%;4367931;9,56
17.10.1995;2202,21;2207,48;2197,17;2201,03;0,44%;5436528;10,31
18.10.1995;2191,75;2194,81;2176,35;2194,81;-0,28%;6229790;18,46
19.10.1995;2192,82;2192,82;2178,33;2179,6;-0,69%;3382136;14,49
20.10.1995;2181,23;2183,2;2166,88;2170,49;-0,42%;6312900;16,32
23.10.1995;2137,06;2137,06;2107,4;2107,42;-2,91%;6822180;29,66
24.10.1995;2122,01;2129,16;2108,81;2113,6;0,29%;11094963;20,35
25.10.1995;2128,37;2150,13;2128,37;2150,13;1,73%;6554185;21,76
26.10.1995;2138,89;2141,88;2130,26;2131,84;-0,85%;4554990;11,62
27.10.1995;2126,74;2126,74;2096,08;2096,08;-1,68%;8440566;30,66
30.10.1995;2136,01;2147,49;2136,01;2146,11;2,39%;4581588;11,48
31.10.1995;2160,54;2168,57;2155,4;2167,91;1,02%;6278204;13,17
01.11.1995;2157,91;2166,54;2154,3;2163,22;-0,22%;5432904;12,24
02.11.1995;2177,12;2188,26;2177,12;2183,98;0,96%;7298698;11,14
03.11.1995;2192,72;2193,75;2180,28;2181,72;-0,10%;6302410;13,47
06.11.1995;2175,49;2175,5;2161,46;2165,79;-0,73%;3234387;14,04
07.11.1995;2163,28;2180,68;2155,3;2174,97;0,42%;6595927;25,38
08.11.1995;2182,82;2182,82;2168,78;2172,3;-0,12%;6540805;14,04
09.11.1995;2195,3;2198;2191,86;2192,82;0,94%;8227789;6,14
10.11.1995;2175,82;2176,18;2164,26;2172,17;-0,94%;6059067;11,92
13.11.1995;2171,51;2180,91;2171,51;2175,28;0,14%;4783092;9,4
14.11.1995;2188,36;2197,35;2186;2197,29;1,01%;5202198;11,35
15.11.1995;2188,42;2192,17;2183,68;2186,17;-0,51%;4984090;8,49
16.11.1995;2202,3;2207,03;2200,72;2200,72;0,67%;5597193;6,31
17.11.1995;2200,91;2208,44;2197,51;2201,28;0,03%;5306502;10,93
20.11.1995;2215,57;2220,45;2213,78;2218,3;0,77%;5827177;6,67
21.11.1995;2203,86;2207,11;2198,31;2205,06;-0,60%;5259318;8,8
22.11.1995;2210,31;2211,05;2192,04;2193,25;-0,54%;5932258;19,01
23.11.1995;2202;2203,25;2191,36;2192,25;-0,05%;3382036;11,89
24.11.1995;2194,09;2200,29;2194,09;2198,16;0,27%;4124318;6,2
27.11.1995;2222,23;2238,76;2222,23;2238,1;1,82%;7590855;16,53
28.11.1995;2249,01;2249,75;2239,31;2241,51;0,15%;5546143;10,44
29.11.1995;2246,95;2255,99;2242,22;2245,62;0,18%;6567150;13,77
30.11.1995;2246,69;2246,69;2234,73;2242,83;-0,12%;5813242;11,96
01.12.1995;2259,4;2263,31;2253,16;2260,66;0,79%;6038505;10,15
04.12.1995;2253,28;2256,79;2249,57;2252,16;-0,38%;3535773;7,22
05.12.1995;2262,9;2265,91;2258,19;2260,99;0,39%;5109601;7,72
06.12.1995;2261;2268,02;2257,4;2267,18;0,27%;5931012;10,62
07.12.1995;2276,79;2276,96;2263,11;2263,11;-0,18%;5505984;13,85
08.12.1995;2259,49;2267,63;2257,94;2267,5;0,19%;6146011;9,69
11.12.1995;2273,48;2279,37;2272,82;2272,82;0,23%;9659662;6,55
12.12.1995;2281,33;2289,89;2281,33;2289,77;0,75%;5471763;8,56
13.12.1995;2281,27;2281,27;2274,72;2277,8;-0,52%;4779538;6,55
14.12.1995;2282,83;2289,02;2282,83;2285,85;0,35%;5687277;6,19
15.12.1995;2279,01;2284,77;2276,11;2284,77;-0,05%;7381728;8,66
18.12.1995;2270,87;2270,87;2257,44;2266,19;-0,81%;4541568;13,43
19.12.1995;2248,32;2248,76;2232,48;2235,62;-1,35%;5266786;16,28
20.12.1995;2251,53;2264,69;2251,53;2262,07;1,18%;5326884;13,16
21.12.1995;2260,87;2265,84;2259,68;2265,07;0,13%;3605460;6,16
22.12.1995;2275,63;2281,55;2274,66;2280,43;0,68%;4335751;6,89
27.12.1995;2278,57;2280,79;2277,5;2280,43;0,00%;2155525;3,29
28.12.1995;2277,74;2279,68;2274,02;2275,84;-0,20%;2268860;5,66
29.12.1995;2272,88;2272,88;2253,88;2253,88;-0,96%;3451301;19
02.01.1996;2271,4;2285,03;2271,4;2284,86;1,37%;5572482;13,63
03.01.1996;2312,28;2330,03;2312,28;2329,22;1,94%;9502210;17,75
04.01.1996;2326,16;2331,6;2322,32;2324,32;-0,21%;8222490;9,28
05.01.1996;2321,56;2331,88;2318,47;2331,88;0,33%;7568671;13,41
08.01.1996;2327,9;2328,12;2315,54;2323,48;-0,36%;6108970;12,58
09.01.1996;2335,58;2353,17;2335,58;2349,66;1,13%;9612204;17,59
10.01.1996;2351,32;2353,37;2337,28;2338,19;-0,49%;8162902;16,09
11.01.1996;2331,79;2331,79;2326,3;2329,51;-0,37%;6517924;5,49
12.01.1996;2348,12;2359,43;2346,05;2356,45;1,16%;10256304;13,38
15.01.1996;2363,33;2368,69;2357,07;2359,05;0,11%;8494991;11,62
16.01.1996;2373,95;2378,09;2369,11;2376,87;0,76%;11033180;8,98
17.01.1996;2377,16;2377,83;2365,81;2371,3;-0,23%;11303164;12,02
18.01.1996;2372,7;2381,9;2372,7;2380,9;0,40%;9736235;9,2
19.01.1996;2389,07;2404,36;2387,75;2398,76;0,75%;10241927;16,61
22.01.1996;2392,26;2399,66;2387,3;2390,53;-0,34%;6306125;12,36
23.01.1996;2389,98;2389,98;2380,53;2384,47;-0,25%;0;9,45
24.01.1996;2411,03;2423,93;2411,03;2423,07;1,62%;0;12,9
25.01.1996;2432,49;2448,84;2431,69;2443,72;0,85%;0;17,15
26.01.1996;2437,23;2440,77;2425,59;2432,93;-0,44%;11653414;15,18
29.01.1996;2447,74;2450,12;2435,1;2446,05;0,54%;9699325;15,02
30.01.1996;2442,31;2445,45;2429,72;2435,79;-0,42%;10972840;15,73
31.01.1996;2462,35;2471,66;2462,35;2470,14;1,41%;12129180;9,31
01.02.1996;2472;2473,23;2459,26;2459,26;-0,44%;9859252;13,97
02.02.1996;2462,44;2463,07;2451,66;2452,06;-0,29%;8032740;11,41
